Assessment Instrument,Assessment Instrument Version,Item ID,Short Name,HIT Standard Name,HIT Standard Version,Item HIT Code,Item HIT Text,Item Subsets,Response HIT Code,Assessment Response Codes,Response HIT Text
IRF-PAI,2,17,Pre-hospital living with,LOINC,2.64,85400-0,Prior living arrangement [CMS Assessment],IA,LA27350-0|LA27351-8|LA27352-6|LA27353-4|LA46-8,01|02|03|04|05,Alone|Family/Relatives|Friends|Attendant|Other
IRF-PAI,2,1A,{Facility/provider} name,LOINC,2.64,76696-4,Name Facility,IA|ID,,,
IRF-PAI,2,1B,{Facility/provider} CMS Certification Number (CCN),LOINC,2.64,69417-4,CMS certification # Facility,IA|ID,,,
IRF-PAI,2,2,Medicare/railroad insurance number,LOINC,2.64,45397-7,Medicare or comparable #,IA|ID,,,
IRF-PAI,2,20,Payment source,LOINC,2.64,85813-4,Payment source [CMS Assessment],IA|ID,,,
IRF-PAI,2,20A,Primary source,LOINC,2.64,85402-6,Payment source.primary [CMS Assessment],IA|ID,LA27349-2|LA27354-2|LA27355-9,99|02|51,Not listed|Medicare Fee For Service|Medicare-Medicare Advantage
IRF-PAI,2,20A,Primary source,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,433651000124105|433661000124107,51|02,Medicare advantage coverage (finding)|Medicare coverage (finding)
IRF-PAI,2,20B,Secondary source,LOINC,2.64,85403-4,Payment source.secondary [CMS Assessment],IA|ID,LA27349-2|LA27354-2|LA27355-9,99|02|51,Not listed|Medicare Fee For Service|Medicare-Medicare Advantage
IRF-PAI,2,20B,Secondary source,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,433651000124105|433661000124107,51|02,Medicare advantage coverage (finding)|Medicare coverage (finding)
IRF-PAI,2,21A,Impairment group - admission,LOINC,2.64,85845-6,Impairment group [CMS Assessment],IA,,,
IRF-PAI,2,21D,Impairment group - discharge,LOINC,2.64,85845-6,Impairment group [CMS Assessment],ID,,,
IRF-PAI,2,22A,Etiologic diagnosis code A (ICD code),LOINC,2.64,52797-8,Dx ICD code,IA,,,
IRF-PAI,2,22B,Etiologic diagnosis code B (ICD code),LOINC,2.64,52797-8,Dx ICD code,IA,,,
IRF-PAI,2,22C,Etiologic diagnosis code C (ICD code),LOINC,2.64,52797-8,Dx ICD code,IA,,,
IRF-PAI,2,23,Date of onset,LOINC,2.64,85585-8,Date of condition onset,IA|ID,,,
IRF-PAI,2,24A,Comorbid condition 1 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24A1,Arthritis conditions recorded,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,24A1,Arthritis conditions recorded,LOINC,2.64,85407-5,Arthritis conditions recorded [CMS Assessment],IA|ID,LA32-8|LA33-6,0|1,No|Yes
IRF-PAI,2,24B,Comorbid condition 2 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24C,Comorbid condition 3 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24D,Comorbid condition 4 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24E,Comorbid condition 5 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24F,Comorbid condition 6 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24G,Comorbid condition 7 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24H,Comorbid condition 8 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24I,Comorbid condition 9 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24J,Comorbid condition 10 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24K,Comorbid condition 11 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24L,Comorbid condition 12 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24M,Comorbid condition 13 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24N,Comorbid condition 14 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24O,Comorbid condition 15 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24P,Comorbid condition 16 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24Q,Comorbid condition 17 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24R,Comorbid condition 18 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24S,Comorbid condition 19 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24T,Comorbid condition 20 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24U,Comorbid condition 21 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24V,Comorbid condition 22 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24W,Comorbid condition 23 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24X,Comorbid condition 24 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,24Y,Comorbid condition 25 (ICD code),LOINC,2.64,75618-9,Comorbid condition,IA|ID,,,
IRF-PAI,2,25A,Height (in inches),LOINC,2.64,3137-7,Body height Measured,IA,,,
IRF-PAI,2,26A,Weight (in pounds),LOINC,2.64,3141-9,Weight Measured,IA,,,
IRF-PAI,2,3,Medicaid number,LOINC,2.64,45400-9,Medicaid #,IA|ID,,,
IRF-PAI,2,4,{Patient/resident} first name,LOINC,2.64,45392-8,First name,IA|ID,,,
IRF-PAI,2,40,Discharge date,LOINC,2.64,52525-3,Discharge date,ID,,,
IRF-PAI,2,41,{Patient/resident} discharged against medical advice,LOINC,2.64,85411-7,Patient discharged against medical advice [CMS Assessment],ID,LA32-8|LA33-6,0|1,No|Yes
IRF-PAI,2,41,{Patient/resident} discharged against medical advice,SNOMED,SNOMED CT United States Edition 20170901,,,ID,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,42,Were there program interruption(s) during stay,LOINC,2.64,85412-5,Program interruption(s) [CMS Assessment],IA|ID,LA32-8|LA33-6,0|1,No|Yes
IRF-PAI,2,42,Were there program interruption(s) during stay,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,43,Program interruption dates,LOINC,2.64,85483-6,Program interruption dates [CMS Assessment],IA|ID,,,
IRF-PAI,2,43A,First interruption date,LOINC,2.64,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
IRF-PAI,2,43B,First interruption return date,LOINC,2.64,85414-1,Program return date [CMS Assessment],IA|ID,,,
IRF-PAI,2,43C,Second interruption date,LOINC,2.64,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
IRF-PAI,2,43D,Second interruption return date,LOINC,2.64,85414-1,Program return date [CMS Assessment],IA|ID,,,
IRF-PAI,2,43E,Third interruption date,LOINC,2.64,85413-3,Program interruption date [CMS Assessment],IA|ID,,,
IRF-PAI,2,43F,Third interruption return date,LOINC,2.64,85414-1,Program return date [CMS Assessment],IA|ID,,,
IRF-PAI,2,44C,{Patient/resident} discharged alive,SNOMED,SNOMED CT United States Edition 20170901,,,ID,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,44C,{Patient/resident} discharged alive,LOINC,2.64,85415-8,Patient discharged alive [CMS Assessment],ID,LA32-8|LA33-6,0|1,No|Yes
IRF-PAI,2,44D,Discharge to living setting,LOINC,2.64,85416-6,Discharge location,ID,LA10000-0|LA10883-9|LA22835-5|LA27336-9|LA27337-7|LA27338-5|LA27339-3|LA27340-1|LA27341-9|LA27342-7|LA27344-3|LA27346-8|LA27347-6|LA27349-2,63|61|66|01|02|03|04|06|50|51|62|64|65|99,"Long-term care hospital (LTCH)|Swing bed|Critical Access Hospital|Home (private home/apt., board/care, assisted living, group home, transistional living)|Short-term General Hospital|Skilled nursing facility (SNF)|Intermediate care|Home - under care of organized home health service organization|Hospice (home)|Hospice (institutional facility)|Another Inpatient Rehabilitation Facility|Medicaid Nursing Facility|Inpatient Psychiatric Facility|Not listed"
IRF-PAI,2,45,Discharge to living with,LOINC,2.64,85417-4,Discharge living arrangement [CMS Assessment],ID,LA27350-0|LA27351-8|LA27352-6|LA27353-4|LA46-8,01|02|03|04|05,Alone|Family/Relatives|Friends|Attendant|Other
IRF-PAI,2,45,Discharge to living with,SNOMED,SNOMED CT United States Edition 20170901,,,ID,105529008|224131009|224133007|307104007|74964007,01|03|02|04|05,Lives alone (finding)|Lives with friends (finding)|Lives with family (finding)|Lives with companion (finding)|Other (qualifier value)
IRF-PAI,2,46,Diagnosis for interruption or death (ICD code),LOINC,2.64,85418-2,Diagnosis for interruption or death [CMS Assessment],IA|ID,,,
IRF-PAI,2,47A,Complication during rehab stay 1 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,47B,Complication during rehab stay 2 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,47C,Complication during rehab stay 3 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,47D,Complication during rehab stay 4 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,47E,Complication during rehab stay 5 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,47F,Complication during rehab stay 6 (ICD code),LOINC,2.64,85419-0,Complications during rehabilitation stay [CMS Assessment],IA|ID,,,
IRF-PAI,2,5A,{Patient/resident} last name,LOINC,2.64,45394-4,Last name,IA|ID,,,
IRF-PAI,2,5B,{Patient/resident} identification number,LOINC,2.64,52463-7,Patient ID # or Provider Acct #,IA|ID,,,
IRF-PAI,2,6,Birth date,LOINC,2.64,21112-8,Birth date,IA|ID,,,
IRF-PAI,2,7,Social security number,LOINC,2.64,45396-9,Social Security #,IA|ID,,,
IRF-PAI,2,8,Gender,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,248152002|248153007,2|1,Female (finding)|Male (finding)
IRF-PAI,2,8,Gender,LOINC,2.64,46098-0,Sex,IA|ID,LA2-8|LA3-6,1|2,Male|Female
IRF-PAI,2,9,Race/ethnicity. Check all that apply,SNOMED,SNOMED CT United States Edition 20170901,,,IA|ID,413490006|413582008,A|B,American Indian or Alaska native (racial group)|Asian race (racial group)
IRF-PAI,2,9,Race/ethnicity. Check all that apply,LOINC,2.64,59362-4,Race or ethnicity OMB.1997,IA|ID,LA10610-6|LA10611-4|LA4457-3|LA6155-1|LA6156-9|LA6214-6,C|E|F|A|B|D,Black or African American|Native Hawaiian or Other Pacific Islander|White|American Indian or Alaska Native|Asian|Hispanic or Latino
IRF-PAI,2,BB0700,Expression of ideas and wants,LOINC,2.64,83250-1,Expression of ideas and wants during 3D assessment period [CMS Assessment],IA,LA11713-7|LA9966-8|LA9967-6|LA9972-6,1|3|4|2,"Rarely/Never expresses self or speech is very difficult to understand|Exhibits some difficulty with expressing needs and ideas (e.g., some words or finishing thoughts) or speech is not clear|Expresses complex messages without difficulty and with speech that is clear and easy to understand|Frequently exhibits difficulty with expressing needs and ideas"
IRF-PAI,2,BB0700,Expression of ideas and wants,SNOMED,SNOMED CT United States Edition 20170901,,,IA,444661000124105|444671000124103|444681000124100,4|3|2,Does without difficulty (qualifier value)|Does with some difficulty (qualifier value)|Does with much difficulty (qualifier value)
IRF-PAI,2,BB0800,Understanding verbal content,LOINC,2.64,87503-9,Understanding verbal and non-verbal content during 3D assessment period [CMS Assessment],IA,LA10083-6|LA10110-7|LA10113-1|LA81-5,2|4|3|1,"Sometimes Understands: Understands only basic conversations or simple, direct phrases. Frequently requires cues to understand|Understands: clear comprehension without cues or repetitions|Usually Understands: Understands most conversations, but misses some part/intent of message. Requires cues at times to understand|Rarely/never understands"
IRF-PAI,2,BB0800,Understanding verbal content,SNOMED,SNOMED CT United States Edition 20170901,,,IA,255238004|444901000124104|444961000124103,4|2|3,Continuous (qualifier value)|Some of the time (qualifier value)|Most of the time (qualifier value)
IRF-PAI,2,C0100,BIMS: should {patient/resident} interview be conducted,LOINC,2.64,83248-5,Should brief interview for mental status be conducted during 3D assessment period [CMS Assessment],IA,LA27578-6|LA33-6,0|1,No (patient is rarely/never understood)|Yes
IRF-PAI,2,C0100,BIMS: should {patient/resident} interview be conducted,SNOMED,SNOMED CT United States Edition 20170901,,,IA,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,C0200,BIMS interview: repetition of three words,LOINC,2.64,52731-7,Repetition of three words - BIMS,IA,LA137-2|LA6306-0|LA6395-3|LA6404-3,0|1|3|2,None|One|Three|Two
IRF-PAI,2,C0200,BIMS interview: repetition of three words,SNOMED,SNOMED CT United States Edition 20170901,,,IA,19338005|260413007|38112003|79605009,2|0|1|3,2 (qualifier value)|None (qualifier value)|1 (qualifier value)|3 (qualifier value)
IRF-PAI,2,C0300,"Temporal orientation (orientation to year, month, and day)",LOINC,2.64,54510-3,"Temporal orientation (orientation to year, month, and day) Patient - BIMS",IA,,,
IRF-PAI,2,C0300A,BIMS interview: able to report correct year,LOINC,2.64,52732-5,Temporal orientation - current year - BIMS,IA,LA10008-3|LA10965-4|LA10966-2|LA9960-1,2|0|1|3,Missed by 1 year|Missed by > 5 years or no answer|Missed by 2-5 years|Correct
IRF-PAI,2,C0300B,BIMS interview: able to report correct month,LOINC,2.64,52733-3,Temporal orientation - current month - BIMS,IA,LA10010-9|LA10969-6|LA9927-0,1|0|2,Missed by 6 days to 1 month|Missed by > 1 month or no answer|Accurate within 5 days
IRF-PAI,2,C0300C,BIMS interview: can report correct day of week,LOINC,2.64,54609-3,Temporal orientation - current day of the week - BIMS,IA,LA9960-1|LA9981-7,1|0,Correct|Incorrect or no answer
IRF-PAI,2,C0400,Recall,LOINC,2.64,52493-4,Recall Patient - BIMS,IA,,,
IRF-PAI,2,C0400A,"BIMS interview: able to recall ""sock""",LOINC,2.64,52735-8,Recall - sock - BIMS,IA,LA10126-3|LA10134-7|LA10974-6,1|2|0,"Yes, after cueing (""something to wear"")|Yes, no cue required|No - could not recall"
IRF-PAI,2,C0400B,"BIMS interview: able to recall ""blue""",LOINC,2.64,52736-6,Recall - blue -BIMS,IA,LA10134-7|LA10974-6|LA10978-7,2|0|1,"Yes, no cue required|No - could not recall|Yes, after cueing (""a color"")"
IRF-PAI,2,C0400C,"BIMS interview: able to recall ""bed""",LOINC,2.64,52737-4,Recall - bed - BIMS,IA,LA10125-5|LA10134-7|LA10974-6,1|2|0,"Yes, after cueing (""a piece of furniture"")|Yes, no cue required|No - could not recall"
IRF-PAI,2,C0500,BIMS interview: summary score,LOINC,2.64,54614-3,Brief interview for mental status - summary score - BIMS,IA,,,
IRF-PAI,2,C0600,Staff assessment mental status: conduct assessment,LOINC,2.64,54615-0,Should staff assessment for mental status be conducted [CMS Assessment],IA,LA26843-5|LA26844-3,0|1,No (patient was able to complete Brief Interview for Mental Status)|Yes (patient was unable to complete Brief Interview for Mental Status)
IRF-PAI,2,C0600,Staff assessment mental status: conduct assessment,SNOMED,SNOMED CT United States Edition 20170901,,,IA,373066001|373067005,1|0,Yes (qualifier value)|No (qualifier value)
IRF-PAI,2,C0900,Staff assessment: memory/recall ability. Check all that apply,LOINC,2.64,88333-0,Memory &or recall ability during 3D assessment period [CMS Assessment],IA,LA10085-1|LA26728-8|LA26729-6|LA9962-7|LA9998-1,C|E|Z|A|B,Staff names and faces|That he or she is in a hospital/hospital unit|None of the above were recalled|Current season|Location of own room
IRF-PAI,2,GG0100,Prior functioning: everyday activities,LOINC,2.64,83239-4,Prior functioning: everyday activities [CMS Assessment],IA,,,
IRF-PAI,2,GG0100A,Prior function - self care,LOINC,2.64,85070-1,Prior functioning.self care [CMS Assessment],IA,LA11539-6|LA11541-2|LA26832-8|LA4489-6|LA4720-4,3|1|2|8|9,"Independent - Patient completed the activities by him/herself, with or without an assistive device, with no assistance from a helper.|Dependent - A helper completed the activities for the patient.|Needed some help - Patient needed partial assistance from another person to complete activities.|Unknown|Not applicable"
IRF-PAI,2,GG0100A,Prior function - self care,SNOMED,SNOMED CT United States Edition 20170901,,,IA,261665006|371152001|371153006|371154000|385432009,8|2|3|1|9,Unknown (qualifier value)|Assisted (qualifier value)|Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)
IRF-PAI,2,GG0100B,Indoor mobility (ambulation),LOINC,2.64,85071-9,Prior functioning.indoor mobility-ambulation [CMS Assessment],IA,LA11539-6|LA11541-2|LA26832-8|LA4489-6|LA4720-4,3|1|2|8|9,"Independent - Patient completed the activities by him/herself, with or without an assistive device, with no assistance from a helper.|Dependent - A helper completed the activities for the patient.|Needed some help - Patient needed partial assistance from another person to complete activities.|Unknown|Not applicable"
IRF-PAI,2,GG0100B,Indoor mobility (ambulation),SNOMED,SNOMED CT United States Edition 20170901,,,IA,261665006|371152001|371153006|371154000|385432009,8|2|3|1|9,Unknown (qualifier value)|Assisted (qualifier value)|Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)
IRF-PAI,2,GG0100C,Prior function - stairs,LOINC,2.64,85072-7,Prior functioning.stairs [CMS Assessment],IA,LA11539-6|LA11541-2|LA26832-8|LA4489-6|LA4720-4,3|1|2|8|9,"Independent - Patient completed the activities by him/herself, with or without an assistive device, with no assistance from a helper.|Dependent - A helper completed the activities for the patient.|Needed some help - Patient needed partial assistance from another person to complete activities.|Unknown|Not applicable"
IRF-PAI,2,GG0100C,Prior function - stairs,SNOMED,SNOMED CT United States Edition 20170901,,,IA,261665006|371152001|371153006|371154000|385432009,8|2|3|1|9,Unknown (qualifier value)|Assisted (qualifier value)|Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)
IRF-PAI,2,GG0100D,Prior function - functional cognition,LOINC,2.64,85073-5,Prior functioning.functional cognition [CMS Assessment],IA,LA11539-6|LA11541-2|LA26832-8|LA4489-6|LA4720-4,3|1|2|8|9,"Independent - Patient completed the activities by him/herself, with or without an assistive device, with no assistance from a helper.|Dependent - A helper completed the activities for the patient.|Needed some help - Patient needed partial assistance from another person to complete activities.|Unknown|Not applicable"
IRF-PAI,2,GG0100D,Prior function - functional cognition,SNOMED,SNOMED CT United States Edition 20170901,,,IA,261665006|371152001|371153006|371154000|385432009,8|2|3|1|9,Unknown (qualifier value)|Assisted (qualifier value)|Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)
IRF-PAI,2,GG0110,Prior device use. Check all that apply,LOINC,2.64,83234-5,Prior device use [CMS Assessment],IA,LA10046-3|LA10117-2|LA11549-5|LA18363-4|LA26730-4|LA9-3,E|D|C|A|B|Z,Orthotics/Prosthetics|Walker|Mechanical lift|Manual wheelchair|Motorized wheelchair and/or scooter|None of the above
IRF-PAI,2,GG0110,Prior device use. Check all that apply,SNOMED,SNOMED CT United States Edition 20170901,,,IA,228869008|705406009|705410007,A|D|C,Manual wheelchair (physical object)|Walker (physical object)|Lifting assistive device (physical object)
IRF-PAI,2,GG0130A1,Self-care (admission performance) - eating,LOINC,2.64,83232-9,Eating - functional ability during 3D assessment period [CMS Assessment],IA,LA10055-4|LA10058-8|LA10073-7|LA11759-0|LA26735-3|LA27665-1|LA28225-3|LA28226-1|LA28227-9|LA9983-3,03|07|05|02|88|01|04|09|10|06,"Partial/moderate assistance - Helper does less than half the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.|Patient refused|Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.|Substantial/maximal assistance - Helper does more than half the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.|Not attempted due to medical condition or safety concerns|Dependent - Helper does all of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.|Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.|Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.|Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints).|Independent - Patient completes the activity by him/herself with no assistance from a helper."
IRF-PAI,2,GG0130A1,Self-care (admission performance) - eating,SNOMED,SNOMED CT United States Edition 20170901,,,IA,371153006|371154000|385432009|443390004,06|01|09|07,Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)|Refused (qualifier value)
IRF-PAI,2,GG0130A2,Self-care (discharge goal) - eating,LOINC,2.64,83231-1,Eating - functional goal recorded during 3D assessment period [CMS Assessment],IA,LA10055-4|LA10058-8|LA10073-7|LA11759-0|LA26735-3|LA27665-1|LA28225-3|LA28226-1|LA28227-9|LA9983-3,03|07|05|02|88|01|04|09|10|06,"Partial/moderate assistance - Helper does less than half the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.|Patient refused|Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.|Substantial/maximal assistance - Helper does more than half the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.|Not attempted due to medical condition or safety concerns|Dependent - Helper does all of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.|Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.|Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.|Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints).|Independent - Patient completes the activity by him/herself with no assistance from a helper."
IRF-PAI,2,GG0130A2,Self-care (discharge goal) - eating,SNOMED,SNOMED CT United States Edition 20170901,,,IA,371153006|371154000|385432009|443390004,06|01|09|07,Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)|Refused (qualifier value)
IRF-PAI,2,GG0130A3,Self-care (discharge performance) - eating,LOINC,2.64,83232-9,Eating - functional ability during 3D assessment period [CMS Assessment],ID,LA10055-4|LA10058-8|LA10073-7|LA11759-0|LA26735-3|LA27665-1|LA28225-3|LA28226-1|LA28227-9|LA9983-3,03|07|05|02|88|01|04|09|10|06,"Partial/moderate assistance - Helper does less than half the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort.|Patient refused|Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.|Substantial/maximal assistance - Helper does more than half the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.|Not attempted due to medical condition or safety concerns|Dependent - Helper does all of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity.|Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.|Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury.|Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints).|Independent - Patient completes the activity by him/herself with no assistance from a helper."
IRF-PAI,2,GG0130A3,Self-care (discharge performance) - eating,SNOMED,SNOMED CT United States Edition 20170901,,,ID,371153006|371154000|385432009|443390004,06|01|09|07,Independent (qualifier value)|Dependent (qualifier value)|Not applicable (qualifier value)|Refused (qualifier value)
